,imdbid,genre,rating,country,language,runtime,release_date,certificate
1649,tt5580146,Comedy,7.8/10,USA,English,,21 September 2018,18
1650,tt7183074,Comedy,7/10,USA,English,,21 September 2018,15
1651,tt8893566,Reality-TV,7.2/10,,,,21 September 2018,"
 See all certifications »
            "
1652,tt6385540,Animation,8.6/10,UK,English,,21 September 2018,PG
1653,tt9038520,Comedy,6.5/10,Brazil,Portuguese,62 min,21 September 2018,"
 See all certifications »
            "
1654,tt6041030,Drama,7.3/10,Hong Kong,Cantonese,101 min,30 March 2017,"
 See all certifications »
            "
1655,tt8426270,Comedy,6.5/10,USA,English,58 min,18 September 2018,15
1656,tt8060322,Animation,6.4/10,USA,English,,3 September 2018,"
 See all certifications »
            "
1657,tt7035576,Action,7.5/10,Lebanon,Arabic,,26 May 2017,"
 See all certifications »
            "
1658,tt6743832,Documentary,5.5/10,UK,English,,17 April 2017,"
 See all certifications »
            "
1659,notfound,Documentary,,UK,English,,17 April 2017,"
 See all certifications »
            "
1660,tt1576459,Adventure,6.8/10,Indonesia,Indonesian,120 min,17 December 2009,
1661,tt7792194,Drama,7.3/10,India,Bengali,114 min,28 July 2017,
1662,tt7570242,Drama,7.1/10,India,Bengali,102 min,4 May 2018,PG
1663,tt6681426,Documentary,6.5/10,UK,English,,23 March 2017,"
 See all certifications »
            "
1664,tt7772386,Drama,,UK,English,,2018,
1665,tt8422396,Reality-TV,6.6/10,UK,English,,21 May 2017,"
 See all certifications »
            "
1666,tt7746986,Drama,7.6/10,India,Bengali,114 min,24 November 2017,"
 See all certifications »
            "
1667,tt8914956,Drama,7.1/10,India,Assamese,114 min,27 October 2017,
1668,tt7477108,Drama,7.2/10,India,Malayalam,152 min,5 January 2018,"
 See all certifications »
            "
1669,tt8011288,Drama,7.3/10,India,Tamil,128 min,14 June 2018,"
 See all certifications »
            "
1670,tt2147199,Comedy,6.6/10,Indonesia,Indonesian,119 min,1 December 2011,
1671,tt0459327,Biography,7.6/10,Indonesia,Indonesian,147 min,14 July 2005,
1672,tt6467500,Drama,6.6/10,Indonesia,Indonesian,112 min,9 March 2017,
1673,tt2066899,Comedy,5.3/10,India,Hindi,112 min,13 February 2009,
1674,tt6485928,Comedy,6.2/10,USA,English,98 min,14 September 2018,"
 See all certifications »
            "
1675,tt5968274,Drama,6.6/10,Israel,English,114 min,14 September 2018,"
 See all certifications »
            "
1676,tt8893550,Reality-TV,8.9/10,,,,14 September 2018,12
1677,tt8139862,Comedy,8.7/10,USA,,,14 September 2018,15
1678,tt8688814,Animation,8.4/10,USA,English,,14 September 2018,PG
1679,tt8893546,Documentary,6.5/10,Argentina,Spanish,,14 September 2018,"
 See all certifications »
            "
1680,notfound,Documentary,,Argentina,Spanish,,14 September 2018,"
 See all certifications »
            "
1681,tt5979872,Action,6.4/10,Japan,Japanese,108 min,20 July 2018,"
 See all certifications »
            "
1682,tt7052634,Drama,8.7/10,China,Mandarin,,2018,"
 See all certifications »
            "
1683,notfound,Drama,,China,Mandarin,,2018,"
 See all certifications »
            "
1684,tt1609160,Horror,4.4/10,Thailand,Thai,100 min,28 January 2010,"
 See all certifications »
            "
1685,tt0470451,Action,5.5/10,Thailand,Thai,100 min,1 March 2002,18
1686,tt8948614,Documentary,7.3/10,USA,English,99 min,13 September 2018,"
 See all certifications »
            "
1687,tt7121252,Biography,7.3/10,Italy,Italian,100 min,12 September 2018,"
 See all certifications »
            "
1688,tt8858472,Comedy,8.6/10,USA,,,11 September 2018,"
 See all certifications »
            "
1689,tt4610378,Biography,6.9/10,Netherlands,Dutch,123 min,8 March 2018,"
 See all certifications »
            "
1690,tt6997574,Drama,4.4/10,USA,English,123 min,12 June 2018,"
 See all certifications »
            "
1691,tt0439397,Reality-TV,,Ireland,English,,8 January 2004,
1692,tt0115820,Family,6.2/10,USA,English,92 min,27 January 1996,U
1693,tt4080956,Biography,6.9/10,UK,English,116 min,20 July 2018,18
1694,tt4078252,Documentary,7.3/10,USA,English,74 min,7 September 2018,"
 See all certifications »
            "
1695,tt7133686,Animation,6.6/10,China,English,106 min,7 September 2018,12
1696,tt3120280,Comedy,5.8/10,USA,English,105 min,7 September 2018,12
1697,tt8893502,Documentary,6.8/10,,,,7 September 2018,"
 See all certifications »
            "
1698,tt6186696,Biography,5.3/10,Belgium,French,102 min,7 September 2018,"
 See all certifications »
            "
1699,tt2063782,Drama,6.3/10,Thailand,Thai,113 min,28 April 2011,"
 See all certifications »
            "
1700,notfound,Drama,,Thailand,Thai,113 min,28 April 2011,"
 See all certifications »
            "
1701,tt6168298,Drama,7.7/10,Thailand,Thai,135 min,1 September 2016,"
 See all certifications »
            "
1702,tt1869682,Comedy,7.5/10,Thailand,Thai,130 min,17 March 2011,"
 See all certifications »
            "
1703,tt1521846,Comedy,6.7/10,Thailand,Thai,130 min,24 September 2009,"
 See all certifications »
            "
1704,tt1603257,Horror,4.7/10,USA,English,90 min,15 August 2012,15
1705,tt1621642,Comedy,7.2/10,Thailand,Thai,126 min,15 October 2009,"
 See all certifications »
            "
1706,tt4222718,Comedy,7/10,Thailand,Thai,117 min,10 December 2014,"
 See all certifications »
            "
1707,tt4051832,Comedy,8.1/10,UK,English,,2 October 2014,15
1708,tt8893498,Drama,6.3/10,Taiwan,,,1 September 2018,"
 See all certifications »
            "
1709,tt1072748,Biography,5.4/10,Australia,English,99 min,2 February 2018,15
1710,tt6964988,Drama,,UK,English,,,
1711,tt4213764,Thriller,5.2/10,France,French,91 min,2 December 2015,"
 See all certifications »
            "
1712,tt2613458,Drama,7.7/10,Canada,English,82 min,10 June 2016,
1713,tt6203570,Documentary,7.2/10,Australia,English,74 min,21 September 2017,PG
1714,tt5001576,Documentary,7.3/10,Spain,Spanish,120 min,11 April 2016,12
1715,tt5842330,Short,,USA,,120 min,,
1716,tt7620312,Drama,7.7/10,Russia,Russian,,November 2017,"
 See all certifications »
            "
1717,tt2776344,Comedy,7.3/10,Thailand,Thai,115 min,28 March 2013,"
 See all certifications »
            "
1718,tt7617988,Romance,7.5/10,India,Hindi,116 min,16 February 2018,"
 See all certifications »
            "
1719,tt0856348,Animation,7.9/10,Japan,Japanese,,12 April 2005,15
1720,tt7647198,Comedy,7.3/10,India,Hindi,107 min,1 September 2018,"
 See all certifications »
            "
1721,tt7222552,Drama,6.2/10,France,French,95 min,31 January 2018,"
 See all certifications »
            "
1722,tt4232066,Drama,7.1/10,India,Hindi,101 min,1 September 2018,"
 See all certifications »
            "
1723,tt7981260,Drama,3.3/10,India,English,105 min,17 February 2018,"
 See all certifications »
            "
1724,tt6446792,Animation,4.1/10,,,105 min,21 February 2016,
1725,tt7232438,Drama,6/10,Thailand,Thai,114 min,7 September 2017,"
 See all certifications »
            "
1726,tt8324474,Comedy,6.2/10,India,Hindi,96 min,11 May 2018,"
 See all certifications »
            "
1727,tt5607970,Game-Show,7.3/10,USA,English,,24 February 2017,"
 See all certifications »
            "
1728,tt6053938,Comedy,6/10,Spain,Spanish,100 min,31 August 2018,"
 See all certifications »
            "
1729,notfound,Comedy,,Spain,Spanish,100 min,31 August 2018,"
 See all certifications »
            "
1730,tt6775794,Documentary,5.4/10,USA,English,,1 July 2017,"
 See all certifications »
            "
1731,tt8235236,Animation,7/10,USA,English,,31 August 2018,15
1732,notfound,Animation,,USA,English,,31 August 2018,15
1733,tt8595766,Comedy,9.2/10,India,Hindi,,12 July 2018,"
 See all certifications »
            "
1734,tt6170954,Action,6.3/10,India,Hindi,147 min,31 March 2017,15
1735,tt6522546,Action,6.6/10,India,Telugu,155 min,27 September 2017,12A
1736,tt4234744,Comedy,5.4/10,Vietnam,Vietnamese,115 min,24 December 2014,"
 See all certifications »
            "
1737,tt7399470,Comedy,7/10,India,Hindi,125 min,10 November 2017,12A
1738,tt8908110,Reality-TV,,USA,English,,27 August 2018,
1739,tt3960240,Comedy,5.8/10,USA,,120 min,24 August 2018,15
1740,tt8786466,Comedy,7.4/10,,,57 min,24 August 2018,18
1741,tt8021824,Drama,6.3/10,UK,English,,24 August 2018,"
 See all certifications »
            "
1742,tt8213522,Animation,7/10,Japan,Japanese,,3 April 2018,"
 See all certifications »
            "
1743,tt8894324,Drama,7.9/10,China,Mandarin,,28 June 2018,"
 See all certifications »
            "
1744,notfound,Drama,,China,Mandarin,,28 June 2018,"
 See all certifications »
            "
1745,tt0974015,Action,6.4/10,USA,English,120 min,17 November 2017,12A
1746,tt1589889,Comedy,5.1/10,Canada,English,,22 July 2011,"
 See all certifications »
            "
1747,tt5338774,Documentary,6.8/10,Canada,English,95 min,24 August 2018,Not Rated
1748,tt0380601,Short,6.9/10,Canada,English,30 min,30 October 2017,"
 See all certifications »
            "
1749,tt4955480,Comedy,7/10,USA,English,,25 April 2017,12
1750,tt6616260,Crime,7.2/10,Finland,Finnish,,14 March 2018,15
1751,tt8560884,Documentary,4.8/10,USA,English,,9 July 2018,"
 See all certifications »
            "
1752,tt4399952,Drama,5.1/10,Ireland,English,92 min,9 March 2018,15
1753,tt5785170,Comedy,7.2/10,India,Hindi,155 min,11 August 2017,12A
1754,tt6485666,Action,7.7/10,India,Tamil,172 min,18 October 2017,12A
1755,tt7218518,Comedy,7.9/10,India,Hindi,140 min,9 February 2018,12A
1756,tt5690142,Crime,7.3/10,India,Hindi,146 min,7 July 2017,15
1757,tt6967980,Comedy,7.5/10,India,Hindi,116 min,18 August 2017,12A
1758,tt2592614,Action,5.5/10,USA,English,107 min,3 February 2017,15
1759,notfound,Action,,USA,English,107 min,3 February 2017,15
1760,tt1920885,Animation,7.1/10,China,Mandarin,100 min,8 July 2016,PG
1761,tt3846674,Drama,7.2/10,USA,English,99 min,17 August 2018,12
1762,tt8773338,Reality-TV,7.6/10,USA,English,,17 August 2018,"
 See all certifications »
            "
1763,tt8425308,Comedy,7.1/10,USA,English,,17 August 2018,15
1764,tt5363918,Animation,7.2/10,USA,English,,17 August 2018,PG
1765,tt8008382,Comedy,7/10,,,33 min,30 May 2018,
1766,notfound,Comedy,,,,33 min,30 May 2018,
1767,tt5451244,Comedy,6.5/10,Spain,Spanish,112 min,22 June 2018,15
1768,tt7514746,Crime,7/10,Poland,Polish,,25 October 2017,"
 See all certifications »
            "
1769,notfound,Crime,,Poland,Polish,,25 October 2017,"
 See all certifications »
            "
1770,tt0100600,Action,5.9/10,Hong Kong,Cantonese,90 min,28 July 1990,"
 See all certifications »
            "
1771,tt0295461,Comedy,5.8/10,Hong Kong,Cantonese,94 min,,"
 See all certifications »
            "
1772,tt0087623,Action,6.5/10,Hong Kong,Cantonese,85 min,1984,"
 See all certifications »
            "
1773,tt0352190,Drama,6.3/10,Hong Kong,Cantonese,96 min,28 November 2002,"
 See all certifications »
            "
1774,tt0354234,Action,5.6/10,Hong Kong,Cantonese,96 min,1985,18
1775,tt6129302,Action,7.6/10,India,Hindi,154 min,1 June 2018,15
1776,tt0445305,Comedy,5.3/10,Hong Kong,Cantonese,91 min,22 December 1981,"
 See all certifications »
            "
1777,tt0120115,Drama,6.6/10,Hong Kong,Cantonese,108 min,3 January 1997,"
 See all certifications »
            "
1778,notfound,Drama,,Hong Kong,Cantonese,108 min,3 January 1997,"
 See all certifications »
            "
1779,tt0106552,Action,6.5/10,Hong Kong,Cantonese,90 min,3 April 1993,15
1780,tt0106538,Comedy,6.2/10,Hong Kong,Cantonese,89 min,29 July 1993,"
 See all certifications »
            "
1781,tt0114991,Action,6.5/10,Hong Kong,Cantonese,84 min,1 June 1995,"
 See all certifications »
            "
1782,tt0350079,Comedy,5.2/10,Hong Kong,Cantonese,85 min,8 July 1984,"
 See all certifications »
            "
1783,tt0110852,Comedy,6.9/10,Hong Kong,Cantonese,100 min,3 February 1994,"
 See all certifications »
            "
1784,tt0095937,Drama,7/10,Hong Kong,Cantonese,112 min,10 November 1988,PG
1785,tt6113122,Comedy,4.7/10,USA,English,85 min,15 August 2018,"
 See all certifications »
            "
1786,tt4157510,Comedy,6.7/10,USA,English,105 min,31 March 2017,
1787,tt7178026,Drama,5.8/10,India,Marathi,105 min,17 July 2015,"
 See all certifications »
            "
1788,notfound,Drama,,India,Marathi,105 min,17 July 2015,"
 See all certifications »
            "
1789,tt1242530,Comedy,4.6/10,India,Hindi,192 min,25 September 2009,PG
1790,tt5525778,Drama,7.6/10,South Korea,Korean,,5 March 2016,"
 See all certifications »
            "
1791,tt1590193,Action,6.3/10,China,English,105 min,19 January 2018,15
1792,tt1289403,Drama,7.4/10,UK,English,124 min,20 April 2018,12A
1793,tt7725144,Comedy,7.2/10,USA,English,56 min,10 August 2018,15
1794,tt7661368,Comedy,4.2/10,USA,English,,10 August 2018,PG
1795,tt8387348,Comedy,7.7/10,Mexico,Spanish,,10 August 2018,15
1796,tt8728268,Documentary,6.6/10,Australia,,,10 August 2018,"
 See all certifications »
            "
1797,tt7692572,Family,6.7/10,Canada,English,,2018,"
 See all certifications »
            "
1798,tt8792570,Documentary,4.9/10,USA,English,,10 August 2018,"
 See all certifications »
            "
1799,tt8488494,Game-Show,6.5/10,UK,English,,17 May 2018,"
 See all certifications »
            "
1800,tt7820962,Documentary,7.2/10,USA,English,12 min,10 August 2018,"
 See all certifications »
            "
1801,tt6487482,Comedy,6.6/10,USA,English,,10 August 2018,15
1802,tt7525778,Comedy,5.5/10,USA,English,94 min,10 August 2018,15
1803,tt3224288,Drama,6.9/10,India,Hindi,120 min,20 April 2018,12A
1804,tt7841496,Crime,5.6/10,Argentina,Spanish,103 min,9 August 2018,"
 See all certifications »
            "
1805,tt8126390,Documentary,6.6/10,USA,English,92 min,9 August 2018,"
 See all certifications »
            "
1806,notfound,Documentary,,USA,English,92 min,9 August 2018,"
 See all certifications »
            "
1807,notfound,Documentary,,USA,English,92 min,9 August 2018,"
 See all certifications »
            "
1808,notfound,Documentary,,USA,English,92 min,9 August 2018,"
 See all certifications »
            "
1809,tt5619332,Comedy,5.6/10,USA,English,,10 May 2018,12A
1810,tt4864932,Action,5.2/10,India,Hindi,133 min,29 April 2016,12A
1811,tt6514010,Comedy,6.9/10,India,Hindi,105 min,3 August 2018,"
 See all certifications »
            "
1812,tt6647696,Documentary,5.9/10,USA,English,,2017,"
 See all certifications »
            "
1813,tt8300324,Documentary,7.5/10,UK,English,,3 August 2018,"
 See all certifications »
            "
1814,tt6970710,Crime,8/10,Spain,Spanish,,28 February 2018,"
 See all certifications »
            "
1815,tt7170950,Comedy,6.1/10,USA,English,98 min,3 August 2018,15
1816,tt1720254,Comedy,4.7/10,India,Hindi,137 min,8 April 2011,12A
1817,tt3148502,Comedy,7.3/10,India,Hindi,139 min,27 November 2015,PG
1818,tt0457802,Comedy,7.5/10,India,Hindi,90 min,10 August 2007,PG
1819,tt2338151,Comedy,8.1/10,India,Hindi,153 min,19 December 2014,12A
1820,tt1572311,Comedy,2.5/10,India,Hindi,153 min,24 December 2010,PG
1821,tt1174041,Comedy,3.5/10,India,Hindi,109 min,16 October 2009,PG
1822,tt3859980,Action,5.7/10,India,Hindi,155 min,12 August 2016,12A
1823,tt1918886,Comedy,2.4/10,India,Hindi,104 min,31 August 2012,PG
1824,tt1629376,Drama,6.1/10,India,Hindi,104 min,18 February 2011,15
1825,tt0248012,Action,6.1/10,India,Hindi,170 min,8 September 2000,12
1826,tt0466460,Comedy,8.3/10,India,Hindi,170 min,22 September 2006,12A
1827,tt1841542,Comedy,7.4/10,India,Hindi,135 min,8 July 2011,"
 See all certifications »
            "
1828,tt3390572,Action,8.1/10,India,Hindi,160 min,2 October 2014,15
1829,tt4399594,Drama,5.4/10,India,Hindi,131 min,12 February 2016,12A
1830,tt8788634,Documentary,7.1/10,Brazil,Spanish,80 min,9 August 2018,"
 See all certifications »
            "
1831,tt0086047,Action,5.9/10,Hong Kong,Cantonese,88 min,15 April 1983,"
 See all certifications »
            "
1832,notfound,Action,,Hong Kong,Cantonese,88 min,15 April 1983,"
 See all certifications »
            "
1833,notfound,Action,,Hong Kong,Cantonese,88 min,15 April 1983,"
 See all certifications »
            "
1834,tt8747882,Drama,7.2/10,Japan,Japanese,,1 August 2018,"
 See all certifications »
            "
1835,tt1663647,Horror,4.4/10,India,Hindi,109 min,13 August 2010,18
1836,tt8796068,Documentary,6.7/10,Mexico,English,,1 August 2018,"
 See all certifications »
            "
1837,notfound,Documentary,,Mexico,English,,1 August 2018,"
 See all certifications »
            "
1838,tt0084256,Action,5.9/10,Hong Kong,Cantonese,92 min,12 December 1983,"
 See all certifications »
            "
1839,tt5983262,Drama,8.2/10,India,Hindi,151 min,31 July 2018,"
 See all certifications »
            "
1840,tt6942450,Comedy,4.9/10,India,Malayalam,150 min,25 August 2017,"
 See all certifications »
            "
1841,tt7244092,Drama,6.4/10,India,Malayalam,115 min,20 October 2017,"
 See all certifications »
            "
1842,tt6688098,Drama,5.8/10,India,Malayalam,126 min,25 August 2017,"
 See all certifications »
            "
1843,tt5771332,Documentary,7.8/10,USA,English,,2017,12
1844,tt6615708,Drama,7.9/10,India,Malayalam,130 min,21 July 2017,"
 See all certifications »
            "
1845,tt6650436,Drama,5.5/10,India,Malayalam,120 min,24 November 2017,"
 See all certifications »
            "
1846,tt4128654,Comedy,7.2/10,South Korea,Korean,,18 August 2014,"
 See all certifications »
            "
1847,tt6092540,Comedy,,South Korea,Korean,,18 August 2014,"
 See all certifications »
            "
1848,tt6596630,Drama,6/10,Argentina,Spanish,87 min,8 March 2018,"
 See all certifications »
            "
1849,tt5481184,Action,4.5/10,Hong Kong,Mandarin,109 min,29 July 2016,12A
1850,tt7149916,Thriller,4.4/10,USA,English,91 min,1 August 2018,"
 See all certifications »
            "
1851,notfound,Thriller,,USA,English,91 min,1 August 2018,"
 See all certifications »
            "
