,imdbid,genre,rating,country,language,runtime,release_date,certificate
6013,tt0459159,Comedy,8.7/10,UK,English,,19 May 2005,18
6014,tt0212985,Crime,6.8/10,USA,English,131 min,16 February 2001,18
6015,tt1400819,Comedy,8.8/10,UK,English,,April 2009,PG
6016,tt0390022,Action,7.2/10,Germany,English,118 min,13 May 2005,12A
6017,tt0072500,Comedy,8.7/10,UK,English,,19 September 1975,PG
6018,tt2369135,Action,6.4/10,USA,English,132 min,12 March 2014,12A
6019,tt0445114,Comedy,8.3/10,UK,English,,21 July 2005,15
6020,tt1046163,Comedy,5.9/10,USA,English,101 min,21 November 2008,18
6021,tt1197624,Action,7.4/10,USA,English,109 min,27 November 2009,18
6022,tt0983193,Animation,7.3/10,USA,English,107 min,26 October 2011,PG
6023,tt1622979,Horror,5.8/10,USA,English,92 min,26 August 2011,15
6024,tt1071815,Animation,6.5/10,Japan,Japanese,92 min,5 August 2006,12
6025,tt0107978,Action,4.1/10,USA,English,104 min,24 June 1994,15
6026,tt2265171,Action,8/10,Indonesia,Sign Languages,150 min,11 April 2014,18
6027,tt1074191,Crime,5.9/10,USA,English,150 min,27 September 2008,
6028,tt1656190,Action,6.5/10,USA,English,94 min,4 May 2012,15
6029,tt1386703,Action,6.3/10,USA,English,118 min,29 August 2012,12A
6030,tt1082868,Horror,5.9/10,USA,English,89 min,21 November 2008,18
6031,tt0462465,Action,6.2/10,USA,English,115 min,24 April 2009,15
6032,tt1236472,Documentary,7.8/10,USA,English,116 min,7 December 2010,15
6033,tt1222817,Comedy,5.2/10,USA,English,102 min,29 July 2011,PG
6034,tt2243973,Crime,8.5/10,USA,English,,7 May 2013,18
6035,tt0970866,Comedy,5.5/10,USA,English,98 min,22 December 2010,12A
6036,tt1582350,Comedy,7.8/10,UK,English,,10 January 2011,15
6037,tt0369441,Comedy,6.2/10,USA,English,90 min,20 January 2006,12A
6038,tt0760329,Adventure,6.4/10,New Zealand,English,112 min,8 February 2008,PG
6039,tt0312528,Adventure,3.9/10,USA,English,82 min,2 April 2004,PG
6040,tt1439629,Comedy,8.5/10,USA,English,,17 September 2009,12
6041,tt0119215,Comedy,5.7/10,USA,English,95 min,13 February 1998,PG
6042,tt0490086,Action,6.2/10,USA,English,105 min,6 June 2008,15
6043,tt1210166,Biography,7.6/10,USA,English,133 min,25 November 2011,12A
6044,tt1126591,Drama,6.4/10,USA,English,119 min,17 December 2010,12A
6045,tt1065073,Drama,7.9/10,USA,English,165 min,11 July 2014,15
6046,tt1621045,Comedy,6.6/10,USA,English,165 min,22 June 2012,12A
6047,tt0422774,Comedy,4.2/10,Canada,English,92 min,8 June 2007,PG
6048,tt0158983,Animation,7.7/10,USA,English,81 min,27 August 1999,15
6049,tt2243537,Comedy,5/10,USA,English,86 min,19 June 2013,15
6050,tt0098453,Comedy,6.1/10,USA,English,90 min,28 April 1989,"
 See all certifications »
            "
6051,tt0327162,Comedy,5.3/10,USA,English,93 min,30 July 2004,12A
6052,tt1576464,Horror,3.1/10,USA,English,29 min,30 October 2009,
6053,tt0332375,Comedy,6.7/10,USA,English,92 min,29 October 2004,12A
6054,tt1932718,Comedy,6.4/10,USA,English,112 min,4 October 2013,15
6055,tt3500822,Documentary,7.8/10,USA,English,74 min,15 March 2014,
6056,tt3922810,Family,3.2/10,USA,English,86 min,3 December 2015,U
6057,tt0388419,Comedy,5.4/10,USA,English,99 min,3 December 2004,PG
6058,tt1487118,Comedy,6.3/10,UK,English,97 min,16 March 2011,12A
6059,tt0468458,Drama,5.9/10,USA,English,91 min,29 April 2006,
6060,tt0115678,Drama,7.3/10,USA,English,109 min,30 May 1997,15
6061,tt0101301,Comedy,6/10,USA,English,92 min,29 November 1991,U
6062,tt1462900,Action,6.6/10,Hong Kong,Mandarin,130 min,5 December 2014,15
6063,tt1706470,Drama,5.6/10,UK,English,90 min,2 September 2011,15
6064,tt0108981,Comedy,8/10,UK,English,,10 November 1994,12
6065,tt1656186,Action,5.5/10,USA,English,96 min,22 March 2013,12A
6066,tt2963254,Drama,7.1/10,USA,English,,20 April 2014,"
 See all certifications »
            "
6067,tt0093891,Fantasy,5.6/10,USA,English,84 min,April 1987,U
6068,tt0108002,Biography,7.5/10,USA,English,114 min,21 July 1995,PG
6069,tt2710394,Drama,7.5/10,USA,English,,30 September 2015,15
6070,tt1710177,Animation,7.4/10,USA,English,,October 2010,U
6071,tt0110638,Drama,6.5/10,USA,English,112 min,10 March 1995,12
6072,tt3225270,Animation,7.9/10,Japan,Japanese,,January 2014,PG
6073,tt0098384,Comedy,7.3/10,USA,English,117 min,9 February 1990,PG
6074,tt2103217,Horror,6.1/10,France,English,89 min,2 January 2013,18
6075,tt1456661,Action,6.3/10,Hong Kong,Mandarin,106 min,3 December 2010,18
6076,tt0091369,Adventure,7.4/10,UK,English,101 min,2 December 1986,U
6077,tt1549920,Action,6.3/10,USA,English,107 min,24 January 2013,15
6078,tt1209393,Animation,7.5/10,Japan,Japanese,,7 April 2008,12
6079,tt2205697,Comedy,7.2/10,USA,English,97 min,14 June 2013,15
6080,tt0176385,Animation,7.5/10,Japan,Japanese,,29 March 1999,U
6081,tt3017864,Animation,7.3/10,Japan,Japanese,57 min,30 November 2013,15
6082,tt2636124,Animation,7.2/10,Japan,Japanese,58 min,22 June 2013,15
6083,tt2349460,Drama,6.1/10,USA,English,102 min,1 September 2014,
6084,tt1160524,Animation,7/10,Japan,Japanese,98 min,2 August 2008,"
 See all certifications »
            "
6085,tt0988982,Animation,6.9/10,Japan,Japanese,94 min,4 August 2007,12
6086,tt0099653,Drama,7/10,USA,English,127 min,5 October 1990,12
6087,tt0249327,Animation,7.2/10,Japan,English,,18 April 2000,PG
6088,tt2248891,Animation,5.8/10,USA,English,36 min,31 January 2012,
6089,tt1776196,Animation,7/10,Japan,Japanese,110 min,2 July 2011,15
6090,tt2248893,Animation,5.5/10,USA,English,38 min,8 November 2011,
6091,tt2404311,Comedy,6.3/10,USA,English,111 min,22 November 2013,15
6092,tt1389762,Animation,4.1/10,South Korea,English,111 min,6 August 2009,"
 See all certifications »
            "
6093,tt1595842,Adventure,1.9/10,USA,English,81 min,18 September 2010,12A
6094,tt1718199,Action,7.1/10,Hong Kong,Mandarin,115 min,3 May 2013,15
6095,tt2101341,Action,6.5/10,USA,English,118 min,3 May 2013,15
6096,tt3397430,Documentary,7.3/10,UK,English,99 min,25 November 2013,
6097,tt0080520,Comedy,6.1/10,USA,English,99 min,18 July 1980,18
6098,tt0090555,Action,6.6/10,Australia,English,97 min,12 December 1986,15
6099,tt3598838,Comedy,7.1/10,,,50 min,14 March 2014,
6100,tt1930294,Horror,4.7/10,USA,English,50 min,21 June 2013,15
6101,tt2359024,Crime,7.1/10,USA,English,90 min,2 May 2014,15
6102,tt0092675,Action,6.8/10,USA,English,92 min,8 July 1988,18
6103,tt0423977,Comedy,7/10,USA,English,97 min,16 May 2008,15
6104,tt1707374,Crime,7.3/10,USA,English,,13 January 2011,
6105,tt3148834,Animation,6.3/10,Belgium,English,85 min,25 July 2014,U
6106,tt1764625,Animation,5.9/10,Spain,English,92 min,27 March 2013,PG
6107,tt0343135,Comedy,6/10,USA,English,90 min,27 February 2004,12A
6108,tt1699440,Animation,6.5/10,Canada,English,,7 August 2010,"
 See all certifications »
            "
6109,tt2198333,Documentary,7/10,USA,English,,15 January 2012,"
 See all certifications »
            "
6110,tt2560140,Animation,8.8/10,Japan,English,,April 2013,15
6111,tt0472954,Comedy,8.8/10,USA,English,,6 February 2006,15
6112,tt0112625,Horror,5.3/10,USA,English,95 min,17 November 1995,18
6113,tt2226417,Horror,6.6/10,USA,English,106 min,13 September 2013,15
6114,tt2396566,Documentary,7.4/10,USA,English,91 min,28 March 2014,12A
6115,tt0267626,Drama,6.7/10,UK,English,138 min,25 October 2002,12A
6116,tt1667903,Animation,6.3/10,USA,English,138 min,17 May 2011,PG
6117,tt1483025,Animation,6.8/10,USA,English,138 min,15 February 2010,12
6118,tt0155711,Comedy,6.5/10,USA,English,112 min,17 May 2000,15
6119,tt0057115,Adventure,8.2/10,USA,English,172 min,8 September 1963,PG
6120,tt0161083,Comedy,5.5/10,USA,English,94 min,28 June 2002,15
6121,tt0804452,Comedy,3/10,USA,English,110 min,17 August 2007,PG
6122,tt1259998,Animation,6.3/10,USA,English,110 min,2 September 2008,
6123,tt1276419,Biography,7.5/10,Denmark,Danish,137 min,15 June 2012,15
6124,tt0132512,Drama,6/10,USA,English,128 min,30 April 1999,12
6125,tt0848557,Fantasy,5.6/10,USA,English,95 min,7 March 2008,18
6126,tt1212450,Crime,7.3/10,USA,English,116 min,7 September 2012,18
6127,tt1764183,Drama,6.6/10,USA,English,107 min,1 March 2013,15
6128,tt0117774,Action,6/10,USA,English,114 min,12 July 1996,18
6129,tt1921070,Crime,5.5/10,UK,English,89 min,12 October 2012,18
6130,tt1684555,Adventure,3.6/10,UK,English,93 min,29 July 2011,U
6131,tt1758795,Comedy,5.8/10,USA,English,104 min,4 October 2013,15
6132,tt0253474,Biography,8.5/10,UK,English,150 min,24 January 2003,15
6133,tt1189340,Crime,7.3/10,USA,English,118 min,18 March 2011,15
6134,tt0445934,Comedy,6.3/10,USA,English,93 min,6 April 2007,12A
6135,tt2760784,Animation,7.1/10,Japan,Japanese,,7 July 2013,15
6136,tt2132457,Documentary,6.7/10,UK,English,,14 December 2011,"
 See all certifications »
            "
6137,tt2195548,Comedy,6.3/10,USA,English,94 min,18 October 2013,15
6138,tt0213363,Animation,7.3/10,France,French,,6 September 1998,"
 See all certifications »
            "
6139,tt1233227,Fantasy,6/10,Canada,English,90 min,23 October 2009,18
6140,tt0098762,Animation,7/10,USA,English,,6 November 1991,U
6141,tt1477076,Fantasy,5.6/10,Canada,English,90 min,29 October 2010,18
6142,tt1232829,Action,7.2/10,USA,English,109 min,16 March 2012,15
6143,tt0361862,Drama,7.7/10,Spain,English,101 min,18 March 2005,15
6144,tt0433362,Action,6.4/10,Australia,English,98 min,6 January 2010,18
6145,tt1178618,Crime,7.9/10,UK,English,,2008,15
6146,tt0114508,Action,5.8/10,USA,English,108 min,29 September 1995,18
6147,tt0944835,Action,6.4/10,USA,English,100 min,18 August 2010,12A
6148,tt0134067,Animation,5.9/10,USA,English,79 min,26 March 1999,U
6149,tt1411250,Action,6.4/10,Canada,English,119 min,4 September 2013,15
6150,tt1320291,Adventure,5.8/10,Australia,English,94 min,17 March 2011,15
6151,tt1899353,Action,7.6/10,Indonesia,Indonesian,101 min,18 May 2012,18
6152,tt0472399,Action,6.6/10,USA,English,93 min,28 January 2011,15
6153,tt0102926,Crime,8.6/10,USA,English,118 min,31 May 1991,18
6154,tt2103085,Crime,7.5/10,UK,English,,13 July 2013,15
6155,tt0217229,Documentary,8.5/10,USA,English,,15 January 1998,15
6156,tt1219289,Sci-Fi,7.4/10,USA,English,105 min,23 March 2011,15
6157,tt0290978,Comedy,8.5/10,UK,English,,9 July 2001,15
6158,tt0384642,Comedy,5.6/10,USA,English,95 min,22 July 2005,PG
6159,tt0478311,Comedy,6.9/10,USA,English,129 min,24 August 2007,15
6160,tt1504320,Biography,8/10,UK,English,118 min,7 January 2011,12A
6161,tt0418763,Action,7/10,USA,English,125 min,13 January 2006,15
6162,tt0113497,Adventure,7/10,USA,English,104 min,16 February 1996,PG
6163,tt0335266,Comedy,7.7/10,USA,English,102 min,9 January 2004,15
6164,tt0431308,Comedy,7/10,USA,English,126 min,4 January 2008,12A
6165,tt1253864,Action,6/10,USA,English,110 min,11 November 2011,15
6166,tt0377818,Comedy,5.1/10,USA,English,104 min,24 August 2005,15
6167,tt0908454,Comedy,8.1/10,UK,English,,13 May 2007,15
6168,tt1826940,Comedy,7.7/10,USA,English,,6 January 2012,15
6169,tt2092588,Documentary,9/10,UK,English,,26 October 2011,"
 See all certifications »
            "
6170,tt0893412,Comedy,5.5/10,Mexico,English,,28 January 2011,12
6171,tt0817538,Action,5.7/10,USA,English,110 min,28 March 2008,12A
6172,notfound,Action,,USA,English,110 min,28 March 2008,12A
6173,tt1371155,Biography,7.2/10,UK,English,113 min,20 September 2010,15
6174,notfound,Biography,,UK,English,113 min,20 September 2010,15
6175,tt0448150,Animation,7/10,USA,German,75 min,15 October 2008,"
 See all certifications »
            "
6176,tt1730689,Drama,6.5/10,France,French,91 min,4 April 2012,"
 See all certifications »
            "
6177,tt1366312,Comedy,8.1/10,UK,English,,4 October 2009,
6178,tt0118363,Crime,8.1/10,UK,English,,10 May 1997,12
6179,tt1186356,Crime,7.9/10,UK,English,,2 February 2009,15
6180,tt1983079,Drama,8.4/10,UK,English,,2012,12
6181,tt1648179,Action,6.4/10,USA,English,105 min,9 November 2012,12A
6182,tt0476680,Animation,6.7/10,Japan,Japanese,105 min,21 August 2004,12
6183,tt1181791,Action,6.4/10,Germany,English,102 min,11 June 2010,15
6184,tt0497465,Comedy,7.1/10,Spain,English,96 min,13 February 2009,12A
6185,tt1438173,Action,5.2/10,Australia,English,93 min,19 April 2013,15
6186,tt0358856,Comedy,7.6/10,UK,English,,9 February 2003,15
6187,tt1316554,Animation,7.8/10,Japan,Japanese,,2 October 2008,15
6188,tt1235522,Action,6.2/10,USA,English,109 min,1 March 2013,15
6189,tt0809504,Comedy,5.6/10,USA,English,90 min,29 February 2008,12A
6190,tt0334965,Comedy,4.5/10,USA,English,90 min,16 March 2004,12
6191,tt0417349,Drama,8.6/10,UK,English,,14 November 2004,12
6192,tt0296310,Documentary,9/10,UK,English,,12 September 2001,E
6193,tt0112130,Drama,8.9/10,UK,English,,24 September 1995,U
6194,tt2133584,Animation,7.1/10,,,,3 March 2011,
6195,tt0356470,Comedy,5.9/10,USA,English,95 min,20 August 2004,PG
6196,tt0808151,Action,6.7/10,USA,English,138 min,14 May 2009,12A
6197,tt0791188,Animation,6.6/10,Japan,Japanese,97 min,6 August 2005,12
6198,tt0252866,Comedy,6.4/10,USA,English,108 min,12 October 2001,15
6199,tt0097428,Action,6.6/10,USA,English,108 min,1 December 1989,PG
6200,tt0362227,Comedy,7.4/10,USA,English,128 min,3 September 2004,12A
6201,tt0796366,Action,7.9/10,USA,English,127 min,8 May 2009,12A
6202,tt0477051,Comedy,4/10,USA,English,103 min,9 March 2007,12A
6203,tt0815236,Comedy,6.4/10,USA,English,104 min,4 June 2010,15
6204,tt0119715,Comedy,6.4/10,USA,English,98 min,3 April 1998,PG
6205,tt0269347,Action,6.1/10,USA,English,94 min,6 June 2003,15
6206,tt0408839,Comedy,5.8/10,USA,English,116 min,5 October 2007,18
6207,tt0425123,Comedy,6.7/10,USA,English,95 min,30 December 2005,PG
6208,tt0787475,Comedy,6.7/10,USA,English,88 min,28 September 2007,12A
6209,tt1796960,Crime,8.3/10,USA,English,,19 February 2012,15
6210,tt0119468,Crime,6.6/10,USA,English,115 min,6 March 1998,18
6211,tt1403865,Drama,7.6/10,USA,English,110 min,11 February 2011,15
6212,tt1862079,Comedy,7/10,USA,English,110 min,26 December 2012,15
6213,tt0141098,Comedy,5.4/10,USA,English,105 min,7 May 1999,12
6214,tt1442437,Comedy,8.4/10,USA,English,,15 October 2009,12
6215,tt0486822,Crime,6.8/10,USA,English,105 min,14 September 2007,15
6216,tt0785006,Comedy,5.4/10,Germany,English,100 min,13 February 2009,U
6217,tt1399103,Action,6.2/10,USA,English,154 min,29 June 2011,12A
6218,tt0120889,Drama,7.1/10,USA,English,113 min,26 December 1998,15
6219,tt1358522,Comedy,8.2/10,USA,English,,12 November 2010,15
6220,tt0460649,Comedy,8.3/10,USA,English,,7 May 2006,12
6221,tt0088847,Comedy,7.9/10,USA,English,97 min,7 June 1985,15
6222,tt0455275,Action,8.3/10,UK,English,,23 January 2006,15
6223,tt0361748,Adventure,8.3/10,Germany,English,153 min,19 August 2009,18
6224,tt0207957,Animation,6.2/10,USA,English,78 min,19 May 2000,U
6225,tt0252227,Animation,6.7/10,USA,,78 min,4 April 2001,"
 See all certifications »
            "
6226,tt0490822,Comedy,5.6/10,USA,English,99 min,4 October 2006,12
6227,tt1124373,Crime,8.6/10,USA,English,,8 April 2010,18
6228,tt0367279,Comedy,8.7/10,USA,English,,29 September 2004,12
6229,tt1844624,Drama,8/10,USA,English,,7 November 2011,18
6230,tt0430105,Action,6.8/10,USA,English,109 min,30 September 2005,15
6231,tt1116184,Documentary,7/10,USA,English,95 min,5 November 2010,18
6232,tt0413895,Comedy,6.3/10,USA,English,97 min,9 February 2007,U
6233,tt1055369,Action,6/10,USA,English,149 min,19 June 2009,12A
6234,tt2380564,Comedy,5.9/10,Canada,English,112 min,29 August 2014,18
6235,tt3599642,Comedy,4.6/10,Canada,English,75 min,1 October 2014,18
6236,tt0086993,Adventure,7/10,UK,English,132 min,5 October 1984,15
6237,tt1291584,Drama,8.2/10,USA,English,140 min,23 September 2011,12A
6238,tt0985699,Drama,7.1/10,USA,English,121 min,23 January 2009,12A
6239,tt1604099,Comedy,6.9/10,USA,English,,3 September 2010,PG
6240,tt0088247,Action,8/10,UK,English,107 min,11 January 1985,18
6241,tt0351977,Action,6.3/10,USA,English,86 min,9 July 2004,15
6242,tt0962736,Biography,7.3/10,UK,English,100 min,6 March 2009,PG
6243,tt0083131,Comedy,6.9/10,USA,English,106 min,3 September 1981,AA
6244,tt0367088,Adventure,3.9/10,Canada,English,106 min,14 July 2006,
6245,tt1186370,Comedy,5.8/10,USA,English,97 min,1 January 2010,18
6246,tt0829482,Comedy,7.6/10,USA,English,113 min,14 September 2007,15
6247,tt1999995,Horror,5.7/10,USA,English,93 min,6 June 2019,Not Rated
6248,tt2008633,Comedy,6/10,USA,English,85 min,17 February 2012,U
6249,tt0122690,Action,7.3/10,UK,English,122 min,20 November 1998,15
6250,tt1245526,Action,7/10,USA,English,111 min,22 October 2010,12A
6251,tt0107863,Western,5.5/10,UK,English,111 min,19 November 1993,15
6252,tt0431021,Horror,5.9/10,USA,English,92 min,31 August 2012,15
6253,tt3121722,Animation,6.3/10,USA,English,,4 November 2013,U
6254,tt0926129,Horror,3.9/10,USA,English,88 min,6 June 2008,15
6255,tt2312862,Comedy,5.8/10,USA,English,68 min,27 May 2013,PG
6256,tt1242447,Comedy,6.4/10,UK,English,68 min,27 November 2009,U
6257,tt0271668,Action,5.6/10,USA,English,88 min,21 March 2003,12A
6258,tt0095690,Comedy,6.3/10,USA,English,104 min,5 January 1990,15
6259,tt1773185,Animation,8.3/10,Japan,Japanese,,6 January 2011,12
6260,tt1038098,Animation,6.4/10,USA,English,,20 March 2007,"
 See all certifications »
            "
6261,tt0085862,Action,6.4/10,USA,English,107 min,20 April 1983,18
6262,tt0399295,Action,7.6/10,USA,English,122 min,14 October 2005,15
6263,tt0934676,Animation,5.7/10,UK,English,,2006,"
 See all certifications »
            "
6264,tt1474684,Crime,8.5/10,UK,English,,4 May 2010,15
6265,tt0430304,Comedy,4.4/10,USA,English,,1 September 2006,12A
6266,tt1276104,Action,7.4/10,USA,English,113 min,28 September 2012,15
6267,tt1148204,Horror,6.9/10,USA,English,123 min,7 August 2009,15
6268,tt0478942,Crime,8.3/10,UK,English,,9 January 2006,15
6269,tt1236429,Animation,5.4/10,USA,English,,1 September 2008,"
 See all certifications »
            "
6270,tt3398976,Animation,7.8/10,Japan,Japanese,,10 April 2014,15
6271,tt0448011,Drama,6.2/10,USA,English,121 min,25 March 2009,15
6272,tt0117705,Animation,6.4/10,USA,English,88 min,21 March 1997,U
6273,tt0892318,Adventure,6.5/10,USA,English,105 min,9 June 2010,PG
6274,tt0037469,Crime,7.7/10,USA,English,107 min,5 March 1945,PG
6275,tt2836376,Comedy,6.7/10,USA,English,75 min,1 January 2013,
6276,tt1486834,Comedy,6.8/10,Ireland,English,98 min,20 August 2014,15
6277,tt1591095,Horror,6.8/10,USA,English,103 min,29 April 2011,15
6278,tt0972534,Comedy,6.6/10,USA,English,,8 March 2008,U
6279,tt0098206,Action,6.6/10,USA,English,114 min,9 June 1989,18
6280,tt0120381,Adventure,5.1/10,USA,English,92 min,17 February 1999,PG
6281,tt0098635,Comedy,7.6/10,USA,English,95 min,1 December 1989,15
6282,tt0102057,Adventure,6.8/10,USA,English,142 min,10 April 1992,U
6283,tt0454921,Biography,8/10,USA,English,117 min,12 January 2007,12A
6284,tt1325753,Animation,7.1/10,USA,English,82 min,27 January 2009,12
6285,tt1958961,Comedy,8/10,Norway,Norwegian,,9 September 2013,18
6286,tt1726589,Comedy,5.6/10,USA,English,,13 April 2012,
6287,tt0385880,Animation,6.6/10,USA,English,91 min,11 August 2006,PG
6288,tt3322904,Animation,6.5/10,USA,English,22 min,5 November 2013,"
 See all certifications »
            "
6289,tt0128853,Comedy,6.6/10,USA,English,119 min,26 February 1999,PG
6290,tt1456635,Comedy,6.8/10,USA,English,92 min,6 January 2012,15
6291,tt1628033,Adventure,8.7/10,UK,English,,20 October 2002,15
6292,tt1817676,Comedy,5.6/10,USA,English,,10 August 2012,15
6293,tt0385002,Crime,7.5/10,UK,English,109 min,9 September 2005,18
6294,tt3996972,Animation,7.3/10,Germany,German,,1 April 2011,
6295,tt1564367,Comedy,6.4/10,USA,English,117 min,11 February 2011,12A
6296,tt1678051,Action,4.3/10,Russia,English,94 min,19 July 2012,15
6297,tt0071517,Action,6.5/10,USA,English,92 min,5 April 1974,X
6298,tt0433400,Comedy,6.2/10,Germany,English,96 min,6 January 2006,12A
6299,tt0964517,Biography,7.8/10,USA,English,116 min,2 February 2011,15
6300,tt1179034,Action,6.5/10,France,English,92 min,26 February 2010,15
6301,tt0098282,Comedy,6.9/10,USA,English,103 min,1 September 1989,15
6302,tt0278435,Crime,5.8/10,USA,English,115 min,29 November 2002,15
6303,tt0102744,Action,6.9/10,Australia,English,119 min,5 April 1991,12
6304,tt1273678,Action,5.4/10,USA,English,94 min,19 March 2010,PG
6305,tt1082577,Action,5.3/10,USA,English,94 min,27 September 2010,15
6306,tt1888075,Comedy,7.8/10,UK,English,,2011,12
6307,tt0105236,Crime,8.3/10,USA,English,99 min,15 January 1993,18
6308,tt0214382,Documentary,8.5/10,UK,English,,4 October 1999,PG
6309,tt1460205,Animation,6.6/10,USA,English,,7 September 2009,"
 See all certifications »
            "
6310,tt1234719,Action,5.4/10,USA,English,93 min,15 March 2013,15
6311,tt1034303,Action,7.2/10,USA,English,137 min,9 January 2009,15
6312,tt0989757,Drama,6.3/10,USA,English,108 min,14 April 2010,12A
6313,tt1524993,Animation,5.5/10,Japan,Japanese,,4 February 2007,"
 See all certifications »
            "
6314,tt0436992,Adventure,8.6/10,UK,English,,26 March 2005,PG
6315,tt0119994,Crime,6.3/10,USA,English,122 min,5 June 1998,15
6316,tt0317303,Comedy,5.6/10,USA,English,92 min,11 July 2003,PG
6317,tt1366365,Action,4.9/10,USA,English,93 min,6 April 2012,12A
6318,tt0210616,Drama,6.7/10,USA,English,115 min,2 August 2000,12
6319,tt0389860,Comedy,6.4/10,USA,English,107 min,29 September 2006,12A
6320,tt0795176,Documentary,9.4/10,UK,English,,27 February 2006,PG
6321,tt3958494,Comedy,8.1/10,USA,English,77 min,19 September 2014,"
 See all certifications »
            "
6322,tt4079776,Comedy,5.8/10,USA,English,71 min,10 October 2014,
6323,tt1787660,Documentary,7.6/10,USA,English,80 min,27 April 2012,U
6324,tt0108847,Animation,7.9/10,Canada,English,,10 September 1994,"
 See all certifications »
            "
6325,tt0195685,Biography,7.3/10,USA,English,131 min,7 April 2000,15
6326,tt0816462,Action,5.2/10,USA,English,113 min,24 August 2011,15
6327,tt1349938,Comedy,7.8/10,UK,English,,18 February 2008,15
6328,tt3823690,Comedy,8.4/10,USA,English,80 min,5 December 2014,"
 See all certifications »
            "
6329,tt0094721,Comedy,7.5/10,USA,English,92 min,19 August 1988,15
6330,tt0250494,Comedy,6.3/10,USA,English,96 min,26 October 2001,12
6331,tt0181316,Action,6.3/10,Germany,English,93 min,26 December 1999,12
6332,tt0101507,Crime,7.7/10,USA,English,112 min,25 October 1991,15
6333,tt0852713,Comedy,5.5/10,USA,English,97 min,10 October 2008,12
6334,tt0111987,Family,7.7/10,Canada,English,,19 November 1996,12
6335,tt2545118,Documentary,8.1/10,USA,English,83 min,18 October 2013,15
6336,tt1621039,Animation,5.9/10,USA,English,91 min,29 November 2013,U
6337,tt0142342,Comedy,6.4/10,USA,English,93 min,1 October 1999,12
6338,tt1114740,Action,5.2/10,USA,English,91 min,20 March 2009,PG
6339,tt0112442,Action,6.9/10,USA,English,119 min,16 June 1995,18
6340,tt0206512,Animation,8.1/10,USA,English,,3 January 2000,U
6341,tt0105929,Comedy,8.1/10,UK,English,,12 November 1992,15
6342,tt0058586,Comedy,7.5/10,UK,English,102 min,29 January 1965,A
6343,tt2279083,Animation,5.6/10,France,French,58 min,28 October 2012,"
 See all certifications »
            "
6344,tt2486682,Documentary,8.1/10,UK,Arabic,108 min,10 January 2014,15
6345,tt3874528,Animation,7.2/10,Japan,Japanese,,5 April 2014,"
 See all certifications »
            "
6346,tt0323120,Drama,6.3/10,USA,English,77 min,24 May 2007,15
6347,tt1213012,Animation,5.2/10,USA,English,90 min,22 October 2010,U
6348,tt0144084,Comedy,7.6/10,USA,English,101 min,21 April 2000,18
6349,tt1799631,Animation,7.5/10,Japan,Japanese,,17 April 2011,15
6350,tt0446610,Documentary,8.6/10,UK,English,,11 January 2005,"
 See all certifications »
            "
6351,tt0086815,Animation,6.6/10,UK,Spanish,,9 October 1984,U
6352,tt1727434,Action,7/10,Canada,English,,2011,12
6353,tt1568338,Action,6.6/10,USA,English,102 min,3 February 2012,12A
6354,tt0903624,Adventure,7.8/10,New Zealand,English,169 min,13 December 2012,12A
6355,tt0487813,Animation,6.6/10,UK,English,,7 November 2005,U
6356,tt0266465,Action,6.1/10,USA,English,109 min,4 April 2003,18
6357,tt2359006,Action,5/10,USA,English,109 min,11 March 2011,
6358,tt2203143,Animation,6.6/10,Netherlands,English,,19 December 2011,"
 See all certifications »
            "
6359,tt1000774,Comedy,5.6/10,USA,English,145 min,28 May 2008,15
6360,tt0098800,Comedy,7.9/10,USA,English,,21 February 1991,PG
6361,tt2487090,Comedy,5.6/10,USA,English,,1 September 2013,"
 See all certifications »
            "
6362,tt0417299,Animation,9.2/10,USA,English,,4 November 2005,PG
6363,tt1931533,Comedy,7.2/10,UK,English,110 min,5 December 2012,15
6364,tt0386588,Comedy,6.6/10,USA,English,118 min,11 March 2005,12A
6365,tt2089750,Comedy,5.3/10,UK,English,105 min,23 November 2012,U
6366,tt0144814,Horror,4.7/10,USA,English,104 min,19 November 1999,15
6367,tt3804556,Comedy,7/10,USA,English,74 min,15 November 2014,
6368,tt0343660,Comedy,6.8/10,USA,English,99 min,9 April 2004,12A
6369,tt6040674,Crime,7.9/10,USA,English,,24 January 2018,"
 See all certifications »
            "
6370,tt10984818,Comedy,6.4/10,Uruguay,Spanish,88 min,5 March 2020,
6371,tt5903926,Drama,6/10,Jamaica,English,114 min,6 September 2019,15
6372,tt0106941,Comedy,6.2/10,USA,English,96 min,19 November 1993,PG
6373,tt10713450,Documentary,7.6/10,USA,,,2 January 2020,
6374,tt10260638,Documentary,6.3/10,USA,,120 min,4 May 2019,
6375,tt7612748,Crime,5.2/10,USA,English,106 min,21 July 2019,
6376,tt3517870,Drama,6.7/10,USA,English,83 min,8 March 2019,Not Rated
6377,tt0096054,Comedy,6/10,USA,English,121 min,12 August 1988,18
6378,tt0119905,Comedy,5.9/10,USA,English,104 min,6 November 1998,18
6379,tt5672286,Drama,7.2/10,Canada,English,101 min,13 April 2018,"
 See all certifications »
            "
6380,tt8801584,Drama,6.6/10,USA,English,85 min,9 April 2019,
6381,tt5266668,Action,2.7/10,USA,English,103 min,13 March 2020,15
6382,tt10253466,Western,5.7/10,USA,English,117 min,1 November 2019,"
 See all certifications »
            "
